event_id,user_id,video_id,event_timestamp,watch_time_sec,completion_rate,recreated_by_user,liked_by_user,shared_by_user,ad_revenue_usd,creator_credit_earned
EVT_008857,USR_0250,VID_0059,2026-01-15 09:34:49,25,0.8621,0,0,0,0.2709,0.0
EVT_008858,USR_1262,VID_0408,2026-01-04 05:57:24,17,0.5312,0,0,0,0.2231,0.0
EVT_008859,USR_1942,VID_0486,2026-02-04 09:38:48,142,0.6094,0,0,0,0.0,0.0
EVT_008860,USR_1278,VID_0060,2025-07-07 04:01:20,181,0.6177,0,0,0,2.2618,0.0
EVT_008861,USR_1595,VID_0045,2026-05-29 08:36:18,65,0.3571,0,0,1,0.8392,0.0
EVT_008862,USR_0779,VID_0137,2026-05-13 09:23:28,48,0.2927,0,1,0,0.0,0.0
EVT_008863,USR_1491,VID_0133,2025-05-29 23:55:38,67,0.8375,0,0,0,0.0,0.0
EVT_008864,USR_0092,VID_0137,2026-05-18 11:48:09,122,0.7439,0,1,0,0.0,0.0
EVT_008865,USR_0341,VID_0476,2025-07-12 17:47:28,47,0.5802,0,0,0,0.0,0.0
EVT_008866,USR_0505,VID_0124,2026-03-08 19:47:30,48,0.7385,0,1,0,0.6654,0.0
EVT_008867,USR_1055,VID_0319,2025-10-28 22:40:13,49,0.4804,0,0,0,0.6113,0.0
EVT_008868,USR_0181,VID_0201,2026-06-18 12:59:41,25,0.1938,0,0,0,0.3135,0.0
EVT_008869,USR_1010,VID_0192,2026-02-01 14:02:04,74,0.2913,0,1,0,0.0,0.0
EVT_008870,USR_1824,VID_0545,2026-06-03 22:51:33,26,0.4262,0,0,0,0.2433,0.0
EVT_008871,USR_0694,VID_0192,2025-11-25 16:20:32,90,0.3543,0,0,0,0.0,0.0
EVT_008872,USR_1196,VID_0135,2025-09-28 06:55:28,176,0.6822,0,0,0,1.8792,0.0
EVT_008873,USR_0329,VID_0137,2026-04-18 14:16:04,56,0.3415,0,0,0,0.0,0.0
EVT_008874,USR_1976,VID_0557,2025-10-17 13:53:38,236,0.8,1,1,0,3.5675,1.91
EVT_008875,USR_0118,VID_0502,2026-04-15 14:03:57,157,0.9023,0,1,0,2.1389,0.0
EVT_008876,USR_1662,VID_0330,2026-04-03 15:38:22,31,0.2541,0,0,0,0.3625,0.0
EVT_008877,USR_0767,VID_0331,2025-09-05 10:21:09,36,0.72,0,0,0,0.0,0.0
EVT_008878,USR_0441,VID_0311,2026-05-31 03:44:26,19,0.5278,1,0,0,0.2068,4.61
EVT_008879,USR_0532,VID_0353,2026-04-16 08:45:16,94,0.379,0,0,0,0.972,0.0
EVT_008880,USR_0203,VID_0405,2026-03-10 18:51:08,237,0.9405,0,1,0,2.4476,0.0
EVT_008881,USR_1352,VID_0036,2026-05-23 23:59:56,63,0.3134,0,0,0,0.5671,0.0
EVT_008882,USR_0388,VID_0484,2026-06-21 15:20:44,66,0.3028,0,0,0,0.0,0.0
EVT_008883,USR_0313,VID_0454,2025-10-16 18:40:01,32,0.3048,0,0,0,0.4313,0.0
EVT_008884,USR_1370,VID_0575,2025-11-27 04:36:20,115,0.5808,0,0,0,0.0,0.0
EVT_008885,USR_1513,VID_0257,2026-03-27 18:49:48,110,0.5366,0,0,0,0.0,0.0
EVT_008886,USR_0389,VID_0002,2025-06-30 09:55:27,91,0.7778,0,1,0,0.0,0.0
EVT_008887,USR_0334,VID_0224,2026-06-19 16:51:55,145,0.4932,1,0,0,1.6626,4.74
EVT_008888,USR_0862,VID_0239,2026-05-22 15:22:41,13,0.5417,0,0,0,0.1665,0.0
EVT_008889,USR_1351,VID_0367,2026-08-04 18:15:19,112,0.4211,0,1,0,1.3072,0.0
EVT_008890,USR_1758,VID_0108,2026-07-14 17:36:05,152,0.7795,0,1,1,0.0,0.0
EVT_008891,USR_1996,VID_0048,2026-05-14 15:30:26,148,0.925,0,0,0,2.0516,0.0
EVT_008892,USR_0862,VID_0092,2026-05-04 10:01:00,181,0.7669,1,1,0,2.2698,1.02
EVT_008893,USR_1597,VID_0411,2025-09-06 19:31:50,42,0.359,0,0,0,0.5477,0.0
EVT_008894,USR_0244,VID_0089,2026-02-25 17:20:22,164,0.5675,1,0,0,1.719,1.24
EVT_008895,USR_1700,VID_0381,2026-04-16 03:18:56,80,0.64,0,1,0,0.7941,0.0
EVT_008896,USR_1288,VID_0426,2025-12-16 06:15:22,174,0.8325,1,1,0,2.3961,0.86
EVT_008897,USR_1642,VID_0342,2025-06-04 06:27:23,177,0.8634,0,0,1,2.0594,0.0
EVT_008898,USR_0463,VID_0031,2026-09-15 07:19:12,44,0.1781,0,0,0,0.0,0.0
EVT_008899,USR_0900,VID_0069,2026-02-12 16:52:08,77,0.3649,0,0,0,1.0161,0.0
EVT_008900,USR_1814,VID_0503,2025-09-30 00:16:56,8,0.2105,0,0,1,0.1019,0.0
EVT_008901,USR_1375,VID_0373,2026-08-30 06:15:24,22,0.3492,0,1,0,0.2973,0.0
EVT_008902,USR_0409,VID_0452,2025-07-15 11:42:05,283,0.9433,1,1,0,0.0,0.89
EVT_008903,USR_0526,VID_0565,2026-01-03 04:16:34,41,0.328,0,1,0,0.5878,0.0
EVT_008904,USR_0643,VID_0246,2025-04-18 04:31:12,71,0.6396,0,0,1,0.9558,0.0
EVT_008905,USR_0662,VID_0539,2026-08-30 10:20:27,82,0.5578,0,1,0,0.8195,0.0
EVT_008906,USR_1832,VID_0256,2026-06-21 14:26:57,24,0.2791,0,0,0,0.0,0.0
EVT_008907,USR_0844,VID_0543,2025-12-31 08:01:54,32,0.3596,0,1,0,0.0,0.0
EVT_008908,USR_0883,VID_0408,2026-06-20 23:10:32,16,0.5,0,1,0,0.1874,0.0
EVT_008909,USR_1689,VID_0134,2026-03-02 10:03:30,146,0.869,0,0,0,1.6683,0.0
EVT_008910,USR_1007,VID_0007,2026-06-19 23:59:29,156,0.6118,0,0,0,0.0,0.0
EVT_008911,USR_1226,VID_0550,2026-06-17 13:30:55,58,0.4957,1,0,0,0.0,1.4
EVT_008912,USR_0732,VID_0233,2025-04-09 08:59:08,80,0.5,0,0,0,0.0,0.0
EVT_008913,USR_0128,VID_0518,2025-07-21 02:44:11,11,0.1571,0,0,0,0.0,0.0
EVT_008914,USR_0058,VID_0109,2026-03-28 17:36:25,106,0.7737,0,0,0,1.373,0.0
EVT_008915,USR_1548,VID_0276,2026-04-27 12:55:28,73,0.323,0,0,0,0.8752,0.0
EVT_008916,USR_1236,VID_0109,2025-06-08 23:03:25,89,0.6496,0,1,0,1.0171,0.0
EVT_008917,USR_1468,VID_0072,2025-10-05 23:12:47,153,0.7051,0,0,0,2.1938,0.0
EVT_008918,USR_1914,VID_0331,2026-02-19 12:33:43,18,0.36,0,0,0,0.0,0.0
EVT_008919,USR_0229,VID_0266,2026-03-19 05:54:26,23,0.3067,0,0,0,0.2833,0.0
EVT_008920,USR_1394,VID_0148,2025-05-11 08:00:51,70,0.2439,0,0,0,0.8672,0.0
EVT_008921,USR_1615,VID_0202,2026-05-20 01:42:40,118,0.5198,0,1,0,0.0,0.0
EVT_008922,USR_1814,VID_0226,2025-09-22 03:44:19,13,0.8125,1,0,0,0.0,3.6
EVT_008923,USR_1739,VID_0133,2026-02-08 09:54:40,10,0.125,0,0,0,0.0,0.0
EVT_008924,USR_1099,VID_0431,2026-06-09 04:13:31,168,0.9081,0,1,0,0.0,0.0
EVT_008925,USR_1370,VID_0178,2025-12-15 20:33:39,7,0.4375,0,0,0,0.0,0.0
EVT_008926,USR_0852,VID_0373,2025-08-27 20:29:53,51,0.8095,0,1,0,0.571,0.0
EVT_008927,USR_1459,VID_0443,2026-07-07 04:12:41,153,0.7727,0,0,0,0.0,0.0
EVT_008928,USR_0838,VID_0199,2026-07-26 06:12:57,124,0.7607,1,0,0,1.5654,1.51
EVT_008929,USR_1987,VID_0039,2025-10-06 19:51:34,172,0.8,0,0,0,1.8291,0.0
EVT_008930,USR_1614,VID_0030,2025-12-19 06:29:45,182,0.7948,0,0,0,1.8176,0.0
EVT_008931,USR_0610,VID_0353,2026-01-15 06:14:59,153,0.6169,0,0,1,1.587,0.0
EVT_008932,USR_0931,VID_0016,2025-11-05 17:55:11,102,0.4146,0,1,0,1.0927,0.0
EVT_008933,USR_1756,VID_0075,2026-03-22 09:38:19,9,0.0337,0,1,0,0.0,0.0
EVT_008934,USR_1112,VID_0293,2026-03-13 20:05:00,33,0.5593,0,0,0,0.0,0.0
EVT_008935,USR_0445,VID_0172,2025-10-18 12:42:00,165,0.8505,0,0,0,2.0129,0.0
EVT_008936,USR_1998,VID_0253,2025-12-15 05:00:09,31,0.337,0,0,0,0.3268,0.0
EVT_008937,USR_1559,VID_0421,2026-03-20 03:40:33,189,0.6726,1,1,0,2.1154,3.53
EVT_008938,USR_0196,VID_0478,2025-08-20 16:31:37,126,0.578,0,0,0,1.781,0.0
EVT_008939,USR_0081,VID_0232,2026-04-26 10:44:45,201,0.6907,1,1,1,2.4003,4.96
EVT_008940,USR_1889,VID_0050,2026-06-07 10:43:05,72,0.6545,0,1,0,0.7107,0.0
EVT_008941,USR_0627,VID_0119,2026-05-27 16:19:21,39,0.4643,0,0,0,0.413,0.0
EVT_008942,USR_1099,VID_0510,2026-06-09 06:38:30,60,0.2439,0,0,0,0.0,0.0
EVT_008943,USR_1329,VID_0009,2025-12-20 23:58:33,5,0.1429,0,0,0,0.0516,0.0
EVT_008944,USR_0700,VID_0128,2025-11-17 12:29:08,61,0.4766,0,0,0,0.5972,0.0
EVT_008945,USR_0540,VID_0581,2026-06-08 20:38:24,87,0.7565,0,0,1,0.9142,0.0
EVT_008946,USR_0402,VID_0211,2026-06-20 18:39:35,26,0.1135,0,1,0,0.0,0.0
EVT_008947,USR_0387,VID_0021,2026-04-15 14:35:13,100,0.7194,0,1,0,0.0,0.0
EVT_008948,USR_1616,VID_0516,2025-09-05 02:23:16,129,0.4495,0,0,0,0.0,0.0
EVT_008949,USR_0340,VID_0444,2026-07-16 17:40:37,7,0.4375,1,0,0,0.0735,2.24
EVT_008950,USR_0061,VID_0503,2026-04-10 01:42:25,24,0.6316,0,1,0,0.2342,0.0
EVT_008951,USR_0161,VID_0406,2025-07-05 17:41:54,108,0.6067,0,0,0,1.4462,0.0
EVT_008952,USR_0230,VID_0309,2025-06-13 21:52:53,21,0.8077,0,0,0,0.0,0.0
EVT_008953,USR_0841,VID_0426,2025-02-01 12:46:55,172,0.823,0,0,0,1.6474,0.0
EVT_008954,USR_0761,VID_0049,2026-04-20 23:07:18,69,0.4012,0,1,0,0.0,0.0
EVT_008955,USR_0128,VID_0062,2025-08-11 15:03:25,60,0.7143,0,1,0,0.896,0.0
EVT_008956,USR_1982,VID_0355,2026-02-16 12:41:07,20,0.1389,0,1,0,0.0,0.0
EVT_008957,USR_0744,VID_0282,2025-01-06 12:46:12,174,0.8571,0,1,1,2.2036,0.0
EVT_008958,USR_1836,VID_0458,2025-06-11 03:26:48,60,0.2326,0,0,0,0.6241,0.0
EVT_008959,USR_0028,VID_0561,2025-04-23 01:35:39,86,0.6056,0,0,0,0.0,0.0
EVT_008960,USR_1025,VID_0158,2026-03-25 01:53:07,161,0.6736,0,0,0,2.1334,0.0
EVT_008961,USR_0874,VID_0200,2025-12-07 21:29:08,115,0.5066,0,1,0,1.3488,0.0
EVT_008962,USR_0633,VID_0110,2025-04-14 03:44:38,182,0.8273,0,0,0,2.3871,0.0
EVT_008963,USR_1853,VID_0483,2026-02-13 15:17:13,104,0.9369,0,0,0,1.1021,0.0
EVT_008964,USR_0260,VID_0299,2026-04-02 06:46:59,84,0.549,0,0,0,0.0,0.0
EVT_008965,USR_1142,VID_0207,2026-05-12 09:11:37,61,0.8841,0,0,0,0.0,0.0
EVT_008966,USR_0178,VID_0450,2026-07-02 16:24:45,79,0.8061,0,0,0,0.9546,0.0
EVT_008967,USR_1565,VID_0280,2026-05-10 20:55:28,83,0.2964,1,0,0,1.1118,4.53
EVT_008968,USR_0080,VID_0303,2026-05-03 02:38:45,60,0.5505,0,0,1,0.0,0.0
EVT_008969,USR_0734,VID_0500,2025-12-13 12:35:29,128,0.6882,1,1,0,0.0,4.11
EVT_008970,USR_0222,VID_0144,2026-03-01 03:17:11,97,0.822,0,0,0,1.1637,0.0
EVT_008971,USR_0716,VID_0394,2025-10-07 04:50:07,138,0.9139,1,0,0,1.7617,2.9
EVT_008972,USR_0549,VID_0522,2026-05-27 17:06:46,106,0.5824,0,0,0,1.3872,0.0
EVT_008973,USR_0043,VID_0527,2026-04-10 00:42:50,62,0.4559,0,0,1,0.469,0.0
EVT_008974,USR_1966,VID_0524,2025-05-14 06:10:39,102,0.7133,0,1,1,0.0,0.0
EVT_008975,USR_0442,VID_0128,2025-08-02 13:22:58,46,0.3594,0,0,0,0.5171,0.0
EVT_008976,USR_0583,VID_0395,2025-06-28 05:11:07,61,0.6354,0,0,1,0.8652,0.0
EVT_008977,USR_0448,VID_0345,2026-05-11 09:14:47,94,0.4947,1,0,0,0.9066,4.19
EVT_008978,USR_0117,VID_0045,2026-05-13 13:59:00,123,0.6758,0,1,0,1.5375,0.0
EVT_008979,USR_0184,VID_0323,2025-11-14 21:38:08,240,0.9125,0,1,0,2.8277,0.0
EVT_008980,USR_1784,VID_0140,2025-07-24 01:53:27,94,0.5311,0,0,0,0.0,0.0
EVT_008981,USR_1010,VID_0311,2026-02-01 12:10:51,35,0.9722,1,1,0,0.4354,1.26
EVT_008982,USR_0564,VID_0372,2026-03-21 15:05:54,54,0.2338,0,0,0,0.5709,0.0
EVT_008983,USR_0671,VID_0419,2025-07-23 11:29:28,39,0.2786,0,1,0,0.4555,0.0
EVT_008984,USR_1611,VID_0469,2025-10-17 00:27:40,7,0.3182,0,0,1,0.0695,0.0
EVT_008985,USR_0424,VID_0351,2025-04-20 18:15:49,17,0.1339,0,0,0,0.153,0.0
EVT_008986,USR_0424,VID_0285,2025-04-09 05:35:33,56,0.4308,0,1,0,0.0,0.0
EVT_008987,USR_1979,VID_0584,2026-04-26 02:22:14,55,0.5978,1,0,0,0.6213,3.76
EVT_008988,USR_1947,VID_0183,2025-09-01 10:48:42,17,0.4857,0,0,0,0.1635,0.0
EVT_008989,USR_1394,VID_0179,2025-05-02 04:35:07,151,0.8483,0,0,0,1.6677,0.0
EVT_008990,USR_1000,VID_0531,2025-11-26 15:08:33,15,0.4688,1,0,0,0.1667,1.62
EVT_008991,USR_1312,VID_0580,2026-06-13 12:56:55,144,0.7094,0,0,0,1.9437,0.0
EVT_008992,USR_1741,VID_0229,2025-10-04 04:53:32,112,0.4891,0,0,1,1.2866,0.0
EVT_008993,USR_0296,VID_0517,2026-06-20 22:03:04,135,0.9441,0,1,0,1.5321,0.0
EVT_008994,USR_1818,VID_0550,2026-01-17 21:06:02,99,0.8462,0,0,0,0.0,0.0
EVT_008995,USR_1787,VID_0511,2025-11-18 07:33:03,41,0.7455,0,1,0,0.4117,0.0
EVT_008996,USR_0672,VID_0320,2026-02-23 22:03:23,27,0.2061,0,0,0,0.0,0.0
EVT_008997,USR_1866,VID_0456,2026-07-04 07:49:24,52,0.3562,0,0,0,0.0,0.0
EVT_008998,USR_0713,VID_0369,2026-06-07 11:32:14,120,0.424,0,1,0,1.5401,0.0
EVT_008999,USR_1562,VID_0021,2026-03-21 13:34:42,33,0.2374,0,0,0,0.0,0.0
EVT_009000,USR_1874,VID_0075,2026-06-29 06:32:16,143,0.5356,0,1,0,0.0,0.0
EVT_009001,USR_0887,VID_0565,2025-12-15 14:25:12,98,0.784,0,1,0,0.9116,0.0
EVT_009002,USR_0904,VID_0161,2026-01-20 02:39:05,173,0.8918,0,0,0,0.0,0.0
EVT_009003,USR_0819,VID_0105,2026-06-10 14:31:12,37,0.3008,0,0,0,0.4226,0.0
EVT_009004,USR_0769,VID_0585,2025-07-02 22:31:43,82,0.3868,0,0,0,0.9624,0.0
EVT_009005,USR_0251,VID_0204,2026-04-12 07:46:10,136,0.5,0,0,1,1.721,0.0
EVT_009006,USR_0477,VID_0432,2026-02-17 03:12:20,80,0.2952,0,0,0,1.0273,0.0
EVT_009007,USR_1941,VID_0473,2025-10-14 13:53:35,15,0.0852,0,0,0,0.0,0.0
EVT_009008,USR_0151,VID_0287,2026-06-17 07:10:06,47,0.3241,0,1,0,0.7401,0.0
EVT_009009,USR_1147,VID_0381,2026-06-07 17:50:05,89,0.712,0,0,0,0.7355,0.0
EVT_009010,USR_0342,VID_0313,2026-07-30 07:53:42,18,0.1714,0,0,0,0.233,0.0
EVT_009011,USR_0820,VID_0273,2025-10-22 01:30:07,51,0.7727,0,1,0,0.5468,0.0
EVT_009012,USR_1246,VID_0053,2025-10-13 06:26:26,80,0.7143,0,0,0,0.0,0.0
EVT_009013,USR_0297,VID_0063,2026-06-25 19:51:19,55,0.4135,0,1,0,0.5898,0.0
EVT_009014,USR_0549,VID_0470,2026-05-05 00:02:57,59,0.5728,0,0,0,0.7846,0.0
EVT_009015,USR_0294,VID_0512,2025-06-17 21:15:52,147,0.6476,1,0,0,1.6835,1.73
EVT_009016,USR_1772,VID_0043,2026-05-11 04:58:13,17,0.2742,0,0,0,0.0,0.0
EVT_009017,USR_1742,VID_0186,2025-09-16 06:33:02,139,0.5073,0,1,0,1.7731,0.0
EVT_009018,USR_0196,VID_0233,2025-08-28 17:57:51,58,0.3625,0,0,0,0.0,0.0
EVT_009019,USR_1370,VID_0025,2025-11-25 22:23:51,115,0.6461,1,1,0,0.0,4.75
EVT_009020,USR_1651,VID_0247,2025-10-26 04:55:46,61,0.2186,0,0,0,0.6329,0.0
EVT_009021,USR_1865,VID_0571,2026-03-19 21:53:57,8,0.32,0,1,0,0.1108,0.0
EVT_009022,USR_0007,VID_0362,2026-05-21 18:20:16,128,0.5203,1,0,1,0.0,2.91
EVT_009023,USR_1939,VID_0547,2025-11-10 00:38:38,26,0.3824,0,1,0,0.0,0.0
EVT_009024,USR_0589,VID_0250,2025-09-07 09:58:52,18,0.4186,0,0,0,0.2142,0.0
EVT_009025,USR_0912,VID_0454,2026-06-21 06:04:44,15,0.1429,0,1,0,0.149,0.0
EVT_009026,USR_1898,VID_0577,2025-10-14 01:56:40,41,0.4059,0,0,0,0.0,0.0
EVT_009027,USR_1562,VID_0324,2026-03-10 22:10:15,6,0.3333,0,0,1,0.0679,0.0
EVT_009028,USR_0388,VID_0479,2026-07-19 19:50:51,151,0.6189,0,0,0,0.0,0.0
EVT_009029,USR_0333,VID_0118,2026-04-14 20:58:32,100,0.8403,0,0,0,0.0,0.0
EVT_009030,USR_1870,VID_0576,2026-06-07 15:14:37,79,0.7383,0,1,0,0.0,0.0
EVT_009031,USR_0736,VID_0593,2026-06-11 17:29:42,141,0.7421,0,1,0,0.0,0.0
EVT_009032,USR_0294,VID_0312,2025-06-04 14:41:27,112,0.9032,0,1,1,0.0,0.0
EVT_009033,USR_0263,VID_0061,2025-12-08 01:06:58,61,0.2837,0,0,0,0.6979,0.0
EVT_009034,USR_1484,VID_0182,2025-10-23 03:36:19,13,0.2549,0,0,0,0.1742,0.0
EVT_009035,USR_1068,VID_0183,2026-04-09 21:19:05,27,0.7714,1,0,0,0.3459,4.57
EVT_009036,USR_0943,VID_0589,2025-08-13 14:57:37,74,0.5873,0,1,0,0.0,0.0
EVT_009037,USR_1302,VID_0036,2026-02-25 07:46:24,14,0.0697,0,0,0,0.1719,0.0
EVT_009038,USR_1278,VID_0049,2025-07-20 19:07:01,107,0.6221,1,1,0,0.0,1.79
EVT_009039,USR_0169,VID_0501,2025-11-05 12:40:40,18,0.24,0,1,0,0.0,0.0
EVT_009040,USR_1095,VID_0557,2026-03-08 23:54:46,129,0.4373,0,1,0,1.8218,0.0
EVT_009041,USR_1240,VID_0155,2025-08-08 11:56:37,147,0.5568,0,0,0,2.0244,0.0
EVT_009042,USR_0098,VID_0058,2025-05-27 16:06:00,22,0.2136,0,0,0,0.2641,0.0
EVT_009043,USR_0836,VID_0569,2026-03-23 23:35:17,16,0.2,0,0,0,0.2197,0.0
EVT_009044,USR_1459,VID_0485,2026-06-22 10:22:20,34,0.3953,1,0,0,0.4573,0.8
EVT_009045,USR_1266,VID_0437,2026-08-07 22:16:32,173,0.6455,0,1,0,1.695,0.0
EVT_009046,USR_1193,VID_0468,2026-06-11 19:39:10,74,0.5481,0,1,0,0.7877,0.0
EVT_009047,USR_1397,VID_0569,2026-02-10 00:51:37,10,0.125,0,0,0,0.1204,0.0
EVT_009048,USR_0528,VID_0396,2026-06-29 01:12:32,47,0.4273,0,1,0,0.5935,0.0
EVT_009049,USR_0145,VID_0061,2026-01-31 02:12:45,53,0.2465,0,1,0,0.6359,0.0
EVT_009050,USR_1305,VID_0470,2026-06-01 10:03:46,85,0.8252,1,0,0,0.9244,4.64
EVT_009051,USR_0277,VID_0052,2026-02-03 19:28:00,31,0.4921,0,0,0,0.0,0.0
EVT_009052,USR_1874,VID_0053,2026-07-03 17:34:22,106,0.9464,0,0,0,0.0,0.0
EVT_009053,USR_1312,VID_0291,2026-06-11 17:42:47,102,0.3458,0,1,0,1.2212,0.0
EVT_009054,USR_0281,VID_0225,2025-04-06 08:37:35,121,0.6612,0,1,0,0.0,0.0
EVT_009055,USR_1747,VID_0341,2026-06-13 01:04:19,28,0.6829,0,1,0,0.0,0.0
EVT_009056,USR_0916,VID_0202,2026-07-04 01:24:50,127,0.5595,0,0,0,0.0,0.0
EVT_009057,USR_0769,VID_0507,2025-06-16 03:18:32,197,0.7756,0,1,0,2.8391,0.0
EVT_009058,USR_0448,VID_0589,2026-03-21 02:39:45,80,0.6349,0,0,0,0.0,0.0
EVT_009059,USR_0250,VID_0580,2026-01-02 22:42:54,131,0.6453,0,1,0,1.6264,0.0
EVT_009060,USR_0702,VID_0284,2026-01-01 04:00:45,35,0.493,1,1,0,0.2999,4.93
EVT_009061,USR_1805,VID_0317,2026-04-17 07:40:24,100,0.3509,0,0,0,0.0,0.0
EVT_009062,USR_1017,VID_0030,2026-04-17 19:57:02,116,0.5066,0,0,0,1.1409,0.0
EVT_009063,USR_1491,VID_0528,2025-07-20 04:59:16,186,0.7654,0,0,0,3.0784,0.0
EVT_009064,USR_1933,VID_0156,2026-07-15 17:17:59,34,0.4789,1,0,0,0.0,3.04
EVT_009065,USR_0329,VID_0149,2026-05-08 11:10:06,31,0.3131,0,0,0,0.3618,0.0
EVT_009066,USR_1580,VID_0507,2026-05-28 18:19:58,170,0.6693,1,1,0,1.2144,4.14
EVT_009067,USR_0187,VID_0589,2025-12-06 07:13:29,80,0.6349,0,1,0,0.0,0.0
EVT_009068,USR_0324,VID_0535,2026-04-03 21:49:26,108,0.532,0,0,1,1.0916,0.0
EVT_009069,USR_1394,VID_0014,2025-05-01 17:32:57,149,0.6535,0,1,0,0.0,0.0
EVT_009070,USR_1680,VID_0557,2026-02-10 07:15:45,172,0.5831,0,0,0,2.1651,0.0
EVT_009071,USR_1609,VID_0254,2025-12-30 15:58:45,99,0.5323,0,1,0,0.0,0.0
EVT_009072,USR_1674,VID_0087,2025-07-19 17:50:01,31,0.3163,0,0,0,0.4219,0.0
EVT_009073,USR_1338,VID_0091,2026-03-06 23:40:17,94,0.3983,0,1,0,0.0,0.0
EVT_009074,USR_1638,VID_0413,2026-06-21 08:44:59,184,0.6411,1,0,1,2.5987,2.35
EVT_009075,USR_1824,VID_0485,2026-04-10 23:27:08,43,0.5,0,1,1,0.6635,0.0
EVT_009076,USR_0280,VID_0242,2026-06-04 18:51:23,183,0.6162,0,1,0,1.8041,0.0
EVT_009077,USR_1559,VID_0361,2026-03-23 10:29:49,27,0.1164,0,0,1,0.3235,0.0
EVT_009078,USR_1959,VID_0442,2026-07-09 16:42:05,80,0.6202,1,1,0,0.0,0.73
EVT_009079,USR_0302,VID_0254,2025-07-07 13:33:39,130,0.6989,1,0,0,0.0,1.5
EVT_009080,USR_1611,VID_0495,2025-10-25 23:45:18,67,0.5826,0,1,1,0.7075,0.0
EVT_009081,USR_1889,VID_0175,2026-06-15 01:28:21,201,0.8238,1,1,0,2.5118,2.9
EVT_009082,USR_1576,VID_0157,2025-09-24 18:10:10,76,0.329,0,0,0,0.7505,0.0
EVT_009083,USR_1343,VID_0287,2026-01-21 19:59:50,37,0.2552,0,0,0,0.4928,0.0
EVT_009084,USR_1106,VID_0301,2026-05-02 00:08:30,92,0.3119,0,0,1,0.0,0.0
EVT_009085,USR_0368,VID_0189,2026-05-03 12:13:44,204,0.8644,0,0,1,2.7088,0.0
EVT_009086,USR_0058,VID_0197,2026-04-01 16:47:43,207,0.7695,0,0,0,2.6732,0.0
EVT_009087,USR_0915,VID_0182,2026-07-22 20:23:43,44,0.8627,0,0,0,0.3484,0.0
EVT_009088,USR_0474,VID_0274,2025-08-17 02:26:21,16,0.3636,0,1,0,0.0,0.0
EVT_009089,USR_0668,VID_0416,2026-07-02 06:40:11,61,0.3446,0,0,0,0.0,0.0
EVT_009090,USR_1819,VID_0175,2026-02-01 13:06:22,171,0.7008,0,0,0,1.6173,0.0
EVT_009091,USR_0437,VID_0411,2025-08-27 15:25:41,106,0.906,0,1,1,1.6232,0.0
EVT_009092,USR_1110,VID_0204,2025-09-06 03:46:32,91,0.3346,1,0,0,1.2081,3.14
EVT_009093,USR_1530,VID_0115,2025-10-29 19:46:47,227,0.7774,1,0,0,2.8746,4.64
EVT_009094,USR_1993,VID_0164,2025-12-16 11:52:24,113,0.3883,0,0,0,0.0,0.0
EVT_009095,USR_1940,VID_0492,2025-04-04 09:38:05,101,0.455,0,0,0,1.2386,0.0
EVT_009096,USR_0287,VID_0180,2025-04-23 19:01:22,19,0.6129,0,0,0,0.0,0.0
EVT_009097,USR_0474,VID_0390,2025-07-09 12:18:17,57,0.274,0,1,0,0.8069,0.0
EVT_009098,USR_0404,VID_0347,2025-08-01 06:56:19,84,0.6562,0,1,0,0.918,0.0
EVT_009099,USR_1071,VID_0416,2026-06-05 10:27:42,134,0.7571,0,0,0,0.0,0.0
EVT_009100,USR_1384,VID_0361,2026-08-21 03:39:52,73,0.3147,0,1,0,1.1405,0.0
EVT_009101,USR_1657,VID_0598,2025-10-07 20:14:00,154,0.713,0,0,0,1.5995,0.0
EVT_009102,USR_0525,VID_0553,2025-07-05 07:32:52,54,0.4576,0,0,0,0.0,0.0
EVT_009103,USR_1438,VID_0194,2026-02-02 08:23:39,171,0.76,0,1,0,2.1024,0.0
EVT_009104,USR_1294,VID_0235,2025-11-07 04:10:03,108,0.6545,0,0,0,0.0,0.0
EVT_009105,USR_0465,VID_0220,2026-03-10 08:57:28,94,0.5663,0,1,0,1.0329,0.0
EVT_009106,USR_1834,VID_0395,2025-08-22 04:24:19,24,0.25,0,0,0,0.2717,0.0
EVT_009107,USR_1228,VID_0294,2026-02-01 01:06:35,29,0.2339,0,0,0,0.0,0.0
EVT_009108,USR_0080,VID_0580,2026-06-06 16:44:00,128,0.6305,0,1,0,1.8264,0.0
EVT_009109,USR_1734,VID_0430,2025-10-05 09:02:37,164,0.6694,0,0,1,1.8282,0.0
EVT_009110,USR_1495,VID_0280,2026-01-24 16:54:13,107,0.3821,0,0,0,1.1256,0.0
EVT_009111,USR_0798,VID_0191,2025-10-30 05:21:16,47,0.8103,0,1,0,0.6962,0.0
EVT_009112,USR_0823,VID_0468,2025-11-13 12:41:57,120,0.8889,0,1,0,1.461,0.0
EVT_009113,USR_0422,VID_0498,2025-03-23 05:02:02,87,0.3901,0,0,0,0.0,0.0
EVT_009114,USR_1348,VID_0582,2025-12-11 06:03:11,68,0.4121,1,1,0,0.9157,1.94
EVT_009115,USR_0884,VID_0329,2026-02-02 23:15:38,110,0.8871,0,0,0,0.0,0.0
EVT_009116,USR_0162,VID_0474,2026-06-22 12:42:41,20,0.3774,0,1,0,0.2347,0.0
