user_id,signup_date,acquisition_channel,subscription_plan
USR_1224,2026-03-20,Paid_Social,Free
USR_1225,2025-08-07,Organic,Free
USR_1226,2026-06-02,Paid_Social,Free
USR_1227,2026-01-14,Paid_Social,Free
USR_1228,2026-01-17,Organic,Free
USR_1229,2026-06-14,Paid_Social,Free
USR_1230,2025-04-20,Creator_Referral,Free
USR_1231,2025-09-06,Creator_Referral,Pro
USR_1232,2026-02-27,Organic,Creator_Tier
USR_1233,2025-08-24,Creator_Referral,Free
USR_1234,2026-03-31,Organic,Free
USR_1235,2025-09-05,Organic,Pro
USR_1236,2025-06-04,Organic,Free
USR_1237,2025-09-01,Search_Ads,Free
USR_1238,2025-12-25,Organic,Free
USR_1239,2025-08-10,Creator_Referral,Free
USR_1240,2025-07-07,Organic,Free
USR_1241,2026-05-24,Search_Ads,Free
USR_1242,2025-11-06,Creator_Referral,Free
USR_1243,2025-11-27,Search_Ads,Free
USR_1244,2025-04-14,Organic,Free
USR_1245,2025-11-25,Organic,Free
USR_1246,2025-10-07,Creator_Referral,Pro
USR_1247,2026-03-08,Organic,Free
USR_1248,2025-08-30,Paid_Social,Free
USR_1249,2026-06-01,Search_Ads,Free
USR_1250,2026-06-12,Creator_Referral,Pro
USR_1251,2025-06-05,Search_Ads,Free
USR_1252,2025-06-12,Creator_Referral,Free
USR_1253,2025-06-20,Organic,Free
USR_1254,2026-03-11,Creator_Referral,Pro
USR_1255,2025-06-26,Organic,Pro
USR_1256,2026-05-22,Paid_Social,Pro
USR_1257,2026-04-24,Organic,Free
USR_1258,2026-05-13,Organic,Free
USR_1259,2026-02-05,Creator_Referral,Free
USR_1260,2026-06-30,Organic,Free
USR_1261,2025-03-29,Organic,Pro
USR_1262,2025-12-16,Paid_Social,Free
USR_1263,2025-11-08,Organic,Free
USR_1264,2026-06-17,Creator_Referral,Pro
USR_1265,2026-02-24,Organic,Free
USR_1266,2026-05-09,Organic,Free
USR_1267,2025-08-05,Organic,Free
USR_1268,2026-06-25,Paid_Social,Pro
USR_1269,2026-01-26,Search_Ads,Creator_Tier
USR_1270,2026-01-24,Organic,Free
USR_1271,2026-06-23,Search_Ads,Creator_Tier
USR_1272,2025-12-06,Creator_Referral,Pro
USR_1273,2025-12-14,Paid_Social,Pro
USR_1274,2026-02-27,Paid_Social,Pro
USR_1275,2025-07-02,Paid_Social,Free
USR_1276,2025-11-07,Paid_Social,Pro
USR_1277,2025-08-22,Creator_Referral,Free
USR_1278,2025-06-08,Creator_Referral,Pro
USR_1279,2026-05-26,Organic,Free
USR_1280,2026-03-01,Organic,Pro
USR_1281,2025-11-26,Paid_Social,Creator_Tier
USR_1282,2025-12-19,Organic,Free
USR_1283,2025-12-29,Organic,Creator_Tier
USR_1284,2026-03-16,Organic,Free
USR_1285,2026-06-12,Organic,Free
USR_1286,2026-06-13,Paid_Social,Free
USR_1287,2025-12-11,Paid_Social,Pro
USR_1288,2025-11-11,Creator_Referral,Free
USR_1289,2026-01-06,Organic,Free
USR_1290,2026-02-21,Creator_Referral,Free
USR_1291,2026-01-11,Creator_Referral,Free
USR_1292,2026-03-24,Paid_Social,Free
USR_1293,2026-02-16,Creator_Referral,Pro
USR_1294,2025-11-07,Creator_Referral,Pro
USR_1295,2025-11-19,Creator_Referral,Pro
USR_1296,2025-12-05,Search_Ads,Free
USR_1297,2025-05-31,Paid_Social,Creator_Tier
USR_1298,2025-08-02,Creator_Referral,Free
USR_1299,2026-04-14,Creator_Referral,Free
USR_1300,2025-12-10,Organic,Free
USR_1301,2025-09-06,Search_Ads,Free
USR_1302,2026-02-19,Organic,Free
USR_1303,2026-04-24,Organic,Pro
USR_1304,2025-10-02,Search_Ads,Free
USR_1305,2026-05-15,Paid_Social,Free
USR_1306,2026-06-12,Organic,Free
USR_1307,2026-03-03,Organic,Creator_Tier
USR_1308,2026-03-28,Organic,Free
USR_1309,2025-04-10,Creator_Referral,Free
USR_1310,2026-06-16,Organic,Free
USR_1311,2025-12-12,Search_Ads,Free
USR_1312,2026-06-11,Search_Ads,Free
USR_1313,2026-02-25,Creator_Referral,Free
USR_1314,2025-01-13,Paid_Social,Free
USR_1315,2025-03-21,Organic,Free
USR_1316,2026-04-01,Organic,Free
USR_1317,2026-02-19,Paid_Social,Free
USR_1318,2025-02-28,Organic,Creator_Tier
USR_1319,2026-04-20,Organic,Free
USR_1320,2026-05-22,Organic,Free
USR_1321,2026-01-25,Organic,Free
USR_1322,2026-01-12,Creator_Referral,Free
USR_1323,2025-01-15,Paid_Social,Pro
USR_1324,2026-05-03,Paid_Social,Free
USR_1325,2025-11-12,Paid_Social,Free
USR_1326,2026-05-30,Paid_Social,Free
USR_1327,2025-12-03,Creator_Referral,Free
USR_1328,2026-02-20,Paid_Social,Creator_Tier
USR_1329,2025-10-10,Creator_Referral,Free
USR_1330,2025-07-29,Organic,Free
USR_1331,2026-04-30,Search_Ads,Pro
USR_1332,2026-01-25,Organic,Pro
USR_1333,2026-02-09,Organic,Free
USR_1334,2026-06-22,Organic,Free
USR_1335,2026-06-21,Creator_Referral,Free
USR_1336,2026-05-23,Creator_Referral,Pro
USR_1337,2025-08-18,Creator_Referral,Pro
USR_1338,2026-03-02,Search_Ads,Pro
USR_1339,2026-05-29,Organic,Pro
USR_1340,2025-12-03,Creator_Referral,Free
USR_1341,2025-06-06,Organic,Free
USR_1342,2026-05-10,Paid_Social,Free
USR_1343,2026-01-19,Organic,Pro
USR_1344,2026-02-20,Organic,Free
USR_1345,2026-06-26,Creator_Referral,Free
USR_1346,2026-03-07,Paid_Social,Free
USR_1347,2025-12-26,Paid_Social,Pro
USR_1348,2025-12-01,Creator_Referral,Pro
USR_1349,2025-12-23,Paid_Social,Pro
USR_1350,2025-06-23,Creator_Referral,Free
USR_1351,2026-05-06,Organic,Creator_Tier
USR_1352,2026-05-18,Organic,Pro
USR_1353,2025-10-18,Organic,Pro
USR_1354,2025-10-29,Organic,Pro
USR_1355,2026-05-28,Creator_Referral,Creator_Tier
USR_1356,2025-02-24,Creator_Referral,Creator_Tier
USR_1357,2026-02-03,Creator_Referral,Free
USR_1358,2026-01-12,Creator_Referral,Free
USR_1359,2026-04-04,Paid_Social,Free
USR_1360,2025-07-31,Paid_Social,Pro
USR_1361,2026-03-28,Organic,Free
USR_1362,2025-12-04,Organic,Free
USR_1363,2026-03-11,Creator_Referral,Free
USR_1364,2025-03-23,Creator_Referral,Creator_Tier
USR_1365,2026-01-11,Organic,Pro
USR_1366,2026-02-04,Organic,Creator_Tier
USR_1367,2025-09-05,Paid_Social,Free
USR_1368,2025-07-12,Paid_Social,Pro
USR_1369,2025-08-19,Organic,Pro
USR_1370,2025-11-19,Creator_Referral,Free
USR_1371,2025-06-02,Search_Ads,Free
USR_1372,2026-06-17,Organic,Creator_Tier
USR_1373,2025-12-17,Search_Ads,Free
USR_1374,2026-05-10,Organic,Free
USR_1375,2026-06-24,Creator_Referral,Pro
USR_1376,2025-05-15,Creator_Referral,Pro
USR_1377,2026-03-22,Organic,Free
USR_1378,2026-05-28,Search_Ads,Pro
USR_1379,2026-03-16,Creator_Referral,Free
USR_1380,2025-12-28,Search_Ads,Pro
USR_1381,2025-12-29,Organic,Free
USR_1382,2025-03-16,Search_Ads,Pro
USR_1383,2026-02-09,Search_Ads,Pro
USR_1384,2026-06-29,Creator_Referral,Free
USR_1385,2026-06-20,Organic,Free
USR_1386,2025-03-23,Paid_Social,Pro
USR_1387,2026-04-09,Creator_Referral,Free
USR_1388,2025-10-28,Search_Ads,Free
USR_1389,2026-06-05,Creator_Referral,Free
USR_1390,2025-03-31,Organic,Creator_Tier
USR_1391,2026-06-14,Organic,Free
USR_1392,2026-05-18,Paid_Social,Free
USR_1393,2025-06-22,Search_Ads,Creator_Tier
USR_1394,2025-04-20,Organic,Free
USR_1395,2026-05-17,Paid_Social,Free
USR_1396,2025-07-25,Search_Ads,Free
USR_1397,2026-02-09,Organic,Free
USR_1398,2026-06-09,Organic,Free
USR_1399,2026-02-21,Paid_Social,Pro
USR_1400,2025-12-14,Paid_Social,Free
USR_1401,2026-01-04,Organic,Pro
USR_1402,2025-04-24,Paid_Social,Free
USR_1403,2026-06-23,Creator_Referral,Free
USR_1404,2025-11-01,Search_Ads,Free
USR_1405,2025-08-19,Search_Ads,Free
USR_1406,2025-10-19,Paid_Social,Pro
USR_1407,2026-06-21,Creator_Referral,Free
USR_1408,2025-05-30,Organic,Free
USR_1409,2026-05-26,Creator_Referral,Free
USR_1410,2026-04-09,Organic,Pro
USR_1411,2026-05-16,Paid_Social,Free
USR_1412,2026-06-24,Organic,Pro
USR_1413,2026-05-19,Creator_Referral,Free
USR_1414,2026-06-16,Organic,Free
USR_1415,2025-07-01,Organic,Pro
USR_1416,2026-05-06,Organic,Free
USR_1417,2026-02-13,Paid_Social,Free
USR_1418,2026-02-12,Paid_Social,Creator_Tier
USR_1419,2026-06-04,Organic,Free
USR_1420,2026-06-23,Search_Ads,Free
USR_1421,2026-04-08,Search_Ads,Free
USR_1422,2026-01-19,Organic,Free
USR_1423,2026-01-09,Paid_Social,Pro
USR_1424,2025-12-09,Creator_Referral,Free
USR_1425,2025-11-27,Organic,Creator_Tier
USR_1426,2025-12-11,Creator_Referral,Free
USR_1427,2025-05-25,Organic,Creator_Tier
USR_1428,2025-05-12,Search_Ads,Pro
USR_1429,2026-05-01,Search_Ads,Creator_Tier
USR_1430,2026-01-04,Paid_Social,Free
USR_1431,2026-06-13,Creator_Referral,Free
USR_1432,2026-03-09,Creator_Referral,Free
USR_1433,2025-03-15,Search_Ads,Pro
USR_1434,2025-07-26,Organic,Free
USR_1435,2025-08-31,Organic,Pro
USR_1436,2026-06-24,Creator_Referral,Free
USR_1437,2025-09-08,Organic,Pro
USR_1438,2026-02-01,Organic,Free
USR_1439,2026-06-14,Organic,Creator_Tier
USR_1440,2026-06-25,Creator_Referral,Free
USR_1441,2025-09-20,Organic,Free
USR_1442,2025-04-05,Organic,Pro
USR_1443,2025-07-23,Organic,Pro
USR_1444,2025-04-24,Creator_Referral,Pro
USR_1445,2025-08-23,Search_Ads,Creator_Tier
USR_1446,2026-02-21,Organic,Free
USR_1447,2026-06-08,Paid_Social,Pro
USR_1448,2026-02-10,Paid_Social,Free
USR_1449,2026-03-13,Organic,Free
USR_1450,2025-08-28,Paid_Social,Free
USR_1451,2026-05-07,Paid_Social,Free
USR_1452,2026-03-11,Creator_Referral,Free
USR_1453,2026-05-26,Organic,Pro
USR_1454,2026-06-17,Organic,Free
USR_1455,2025-11-20,Search_Ads,Creator_Tier
USR_1456,2025-05-26,Paid_Social,Free
USR_1457,2025-09-13,Search_Ads,Free
USR_1458,2026-01-01,Search_Ads,Free
USR_1459,2026-06-17,Organic,Free
USR_1460,2025-12-05,Paid_Social,Free
USR_1461,2026-04-29,Creator_Referral,Pro
USR_1462,2026-02-11,Paid_Social,Free
USR_1463,2025-08-15,Organic,Free
USR_1464,2025-11-07,Organic,Pro
USR_1465,2026-03-23,Paid_Social,Free
USR_1466,2026-03-29,Paid_Social,Pro
USR_1467,2025-12-30,Paid_Social,Pro
USR_1468,2025-09-15,Organic,Free
USR_1469,2026-04-14,Organic,Free
USR_1470,2025-08-04,Search_Ads,Free
USR_1471,2026-06-14,Creator_Referral,Free
USR_1472,2025-08-18,Creator_Referral,Free
USR_1473,2025-06-12,Creator_Referral,Creator_Tier
USR_1474,2026-01-25,Creator_Referral,Free
USR_1475,2026-02-03,Creator_Referral,Pro
USR_1476,2026-01-29,Creator_Referral,Free
USR_1477,2025-12-31,Paid_Social,Free
USR_1478,2026-06-29,Search_Ads,Free
USR_1479,2026-01-21,Search_Ads,Free
USR_1480,2026-01-17,Creator_Referral,Creator_Tier
USR_1481,2025-12-25,Creator_Referral,Free
USR_1482,2025-04-29,Paid_Social,Free
USR_1483,2026-03-02,Paid_Social,Free
USR_1484,2025-09-14,Creator_Referral,Free
USR_1485,2026-03-17,Paid_Social,Pro
USR_1486,2025-04-08,Paid_Social,Creator_Tier
USR_1487,2026-06-26,Paid_Social,Pro
USR_1488,2026-01-14,Paid_Social,Free
USR_1489,2026-06-03,Organic,Free
USR_1490,2026-01-16,Creator_Referral,Pro
USR_1491,2025-04-21,Creator_Referral,Free
USR_1492,2026-05-14,Organic,Pro
USR_1493,2026-03-21,Search_Ads,Free
USR_1494,2026-05-02,Paid_Social,Free
USR_1495,2025-12-28,Organic,Pro
USR_1496,2026-03-17,Paid_Social,Free
USR_1497,2026-05-23,Paid_Social,Creator_Tier
USR_1498,2026-03-15,Paid_Social,Free
USR_1499,2025-11-20,Creator_Referral,Free
USR_1500,2026-03-26,Search_Ads,Free
USR_1501,2026-03-29,Creator_Referral,Free
USR_1502,2026-06-20,Creator_Referral,Free
USR_1503,2025-12-02,Organic,Free
USR_1504,2025-12-26,Paid_Social,Free
USR_1505,2026-05-11,Paid_Social,Pro
USR_1506,2026-01-29,Creator_Referral,Free
USR_1507,2026-04-18,Creator_Referral,Free
USR_1508,2026-01-10,Paid_Social,Free
USR_1509,2025-09-06,Paid_Social,Pro
USR_1510,2026-04-21,Organic,Free
USR_1511,2025-07-04,Search_Ads,Free
USR_1512,2025-08-26,Paid_Social,Free
USR_1513,2026-03-14,Search_Ads,Free
USR_1514,2026-04-22,Search_Ads,Free
USR_1515,2026-06-03,Search_Ads,Free
USR_1516,2025-10-11,Paid_Social,Creator_Tier
USR_1517,2025-06-16,Paid_Social,Free
USR_1518,2026-06-19,Organic,Free
USR_1519,2025-07-24,Creator_Referral,Free
USR_1520,2025-08-25,Paid_Social,Free
USR_1521,2025-10-22,Creator_Referral,Free
USR_1522,2026-02-07,Search_Ads,Free
USR_1523,2026-05-31,Organic,Free
USR_1524,2026-04-26,Creator_Referral,Pro
USR_1525,2026-04-09,Creator_Referral,Free
USR_1526,2025-08-09,Creator_Referral,Creator_Tier
USR_1527,2025-11-25,Organic,Free
USR_1528,2026-01-18,Organic,Free
USR_1529,2025-07-18,Paid_Social,Creator_Tier
USR_1530,2025-10-12,Creator_Referral,Pro
USR_1531,2025-10-31,Organic,Free
USR_1532,2025-07-01,Organic,Pro
USR_1533,2026-02-14,Creator_Referral,Free
USR_1534,2026-04-08,Organic,Free
USR_1535,2025-05-03,Paid_Social,Pro
USR_1536,2026-01-19,Paid_Social,Pro
USR_1537,2026-05-02,Organic,Free
USR_1538,2026-04-22,Creator_Referral,Free
USR_1539,2026-05-12,Organic,Free
USR_1540,2026-01-05,Organic,Free
USR_1541,2026-05-13,Search_Ads,Creator_Tier
USR_1542,2025-09-22,Creator_Referral,Free
USR_1543,2025-11-27,Search_Ads,Free
USR_1544,2025-08-10,Organic,Free
USR_1545,2026-01-13,Organic,Free
USR_1546,2025-12-11,Creator_Referral,Free
USR_1547,2025-09-22,Creator_Referral,Creator_Tier
USR_1548,2026-04-23,Search_Ads,Free
USR_1549,2025-11-03,Organic,Pro
USR_1550,2025-10-11,Search_Ads,Free
USR_1551,2025-07-04,Search_Ads,Free
USR_1552,2026-01-01,Creator_Referral,Free
USR_1553,2025-10-28,Organic,Free
USR_1554,2025-12-01,Creator_Referral,Free
USR_1555,2025-09-19,Organic,Pro
USR_1556,2026-04-26,Paid_Social,Pro
USR_1557,2026-06-12,Creator_Referral,Free
USR_1558,2026-01-25,Search_Ads,Free
USR_1559,2026-03-19,Paid_Social,Pro
USR_1560,2026-05-26,Creator_Referral,Free
USR_1561,2026-06-30,Paid_Social,Creator_Tier
USR_1562,2026-03-09,Creator_Referral,Free
USR_1563,2026-06-02,Search_Ads,Free
USR_1564,2026-06-07,Organic,Free
USR_1565,2026-05-05,Search_Ads,Creator_Tier
USR_1566,2026-01-10,Paid_Social,Free
USR_1567,2025-05-16,Search_Ads,Pro
USR_1568,2025-02-08,Creator_Referral,Free
USR_1569,2026-01-17,Paid_Social,Free
USR_1570,2026-01-24,Organic,Pro
USR_1571,2025-12-18,Paid_Social,Free
USR_1572,2026-02-21,Organic,Free
USR_1573,2026-02-15,Organic,Free
USR_1574,2026-05-18,Creator_Referral,Pro
USR_1575,2025-06-14,Organic,Free
USR_1576,2025-09-13,Creator_Referral,Free
USR_1577,2026-05-05,Paid_Social,Creator_Tier
USR_1578,2026-05-21,Organic,Pro
USR_1579,2026-06-29,Paid_Social,Pro
USR_1580,2026-05-28,Organic,Pro
USR_1581,2026-06-02,Paid_Social,Pro
USR_1582,2025-11-03,Paid_Social,Free
USR_1583,2025-12-16,Creator_Referral,Free
USR_1584,2025-10-09,Paid_Social,Pro
USR_1585,2026-03-07,Search_Ads,Pro
USR_1586,2026-06-15,Paid_Social,Creator_Tier
USR_1587,2025-11-19,Creator_Referral,Free
USR_1588,2026-02-17,Creator_Referral,Free
USR_1589,2025-10-25,Paid_Social,Free
USR_1590,2025-08-05,Organic,Free
USR_1591,2025-08-23,Paid_Social,Free
USR_1592,2025-04-17,Organic,Pro
USR_1593,2026-06-17,Paid_Social,Free
USR_1594,2025-12-16,Organic,Free
USR_1595,2026-05-17,Organic,Free
USR_1596,2026-04-01,Search_Ads,Free
USR_1597,2025-08-21,Search_Ads,Creator_Tier
USR_1598,2025-08-09,Search_Ads,Free
USR_1599,2026-05-11,Search_Ads,Free
USR_1600,2025-10-07,Creator_Referral,Free
USR_1601,2026-06-08,Organic,Free
USR_1602,2025-07-12,Organic,Free
USR_1603,2026-03-31,Creator_Referral,Pro
USR_1604,2026-05-11,Organic,Creator_Tier
USR_1605,2025-09-19,Search_Ads,Free
USR_1606,2025-10-13,Organic,Free
USR_1607,2026-06-21,Organic,Free
USR_1608,2025-10-07,Organic,Free
USR_1609,2025-12-28,Organic,Free
USR_1610,2025-12-29,Organic,Pro
USR_1611,2025-09-30,Paid_Social,Free
USR_1612,2026-04-30,Organic,Pro
USR_1613,2026-04-29,Paid_Social,Free
USR_1614,2025-12-05,Search_Ads,Pro
USR_1615,2026-05-17,Paid_Social,Free
USR_1616,2025-09-05,Paid_Social,Free
USR_1617,2025-01-12,Creator_Referral,Free
USR_1618,2026-02-22,Organic,Pro
USR_1619,2026-06-29,Organic,Free
USR_1620,2025-03-21,Search_Ads,Free
USR_1621,2025-09-01,Paid_Social,Free
USR_1622,2026-02-03,Organic,Free
USR_1623,2026-05-10,Creator_Referral,Free
USR_1624,2025-05-25,Paid_Social,Free
USR_1625,2025-12-13,Paid_Social,Free
USR_1626,2026-04-21,Creator_Referral,Free
USR_1627,2025-12-02,Search_Ads,Pro
USR_1628,2025-08-19,Paid_Social,Pro
USR_1629,2025-08-24,Paid_Social,Free
USR_1630,2025-12-20,Organic,Free
USR_1631,2026-01-18,Organic,Free
USR_1632,2026-05-25,Search_Ads,Free
USR_1633,2026-03-19,Creator_Referral,Free
USR_1634,2026-04-04,Creator_Referral,Free
USR_1635,2026-06-26,Creator_Referral,Free
USR_1636,2025-12-20,Organic,Pro
USR_1637,2025-12-17,Paid_Social,Free
USR_1638,2026-06-11,Organic,Pro
USR_1639,2025-09-26,Paid_Social,Free
USR_1640,2026-04-16,Creator_Referral,Free
USR_1641,2026-04-24,Organic,Free
USR_1642,2025-06-03,Organic,Pro
USR_1643,2026-01-13,Paid_Social,Pro
USR_1644,2025-08-27,Organic,Free
USR_1645,2025-08-16,Organic,Free
USR_1646,2026-01-12,Paid_Social,Free
USR_1647,2025-10-21,Creator_Referral,Free
USR_1648,2026-05-06,Creator_Referral,Free
USR_1649,2026-06-06,Organic,Free
USR_1650,2026-05-08,Search_Ads,Free
USR_1651,2025-10-08,Organic,Pro
USR_1652,2025-10-12,Organic,Free
USR_1653,2025-10-01,Organic,Free
USR_1654,2025-07-08,Organic,Free
USR_1655,2026-06-16,Organic,Free
USR_1656,2025-12-16,Organic,Free
USR_1657,2025-09-12,Organic,Creator_Tier
USR_1658,2026-05-21,Creator_Referral,Pro
USR_1659,2025-12-15,Search_Ads,Free
USR_1660,2025-03-15,Organic,Pro
USR_1661,2025-07-30,Organic,Free
USR_1662,2026-03-18,Search_Ads,Free
USR_1663,2026-05-02,Search_Ads,Free
USR_1664,2025-09-03,Paid_Social,Free
USR_1665,2026-06-09,Organic,Free
USR_1666,2026-05-22,Creator_Referral,Pro
USR_1667,2026-05-21,Organic,Free
USR_1668,2025-09-14,Organic,Pro
USR_1669,2025-04-07,Creator_Referral,Pro
USR_1670,2026-05-26,Creator_Referral,Pro
USR_1671,2025-10-30,Creator_Referral,Free
USR_1672,2026-03-11,Paid_Social,Pro
USR_1673,2026-04-25,Organic,Free
USR_1674,2025-07-02,Organic,Free
USR_1675,2026-05-02,Paid_Social,Free
USR_1676,2026-06-15,Search_Ads,Creator_Tier
USR_1677,2026-04-16,Organic,Free
USR_1678,2026-01-02,Creator_Referral,Free
USR_1679,2026-05-29,Organic,Pro
USR_1680,2026-02-06,Organic,Free
USR_1681,2026-04-21,Paid_Social,Pro
USR_1682,2026-05-13,Organic,Free
USR_1683,2026-04-22,Creator_Referral,Free
USR_1684,2025-10-20,Creator_Referral,Free
USR_1685,2025-06-22,Organic,Free
USR_1686,2025-09-21,Organic,Free
USR_1687,2026-01-27,Organic,Free
USR_1688,2026-01-28,Search_Ads,Free
USR_1689,2026-02-26,Paid_Social,Pro
USR_1690,2025-12-13,Creator_Referral,Pro
USR_1691,2026-05-03,Organic,Free
USR_1692,2026-06-08,Paid_Social,Free
USR_1693,2025-09-26,Organic,Free
USR_1694,2026-04-18,Creator_Referral,Pro
USR_1695,2026-03-31,Paid_Social,Pro
USR_1696,2026-02-04,Creator_Referral,Free
USR_1697,2025-08-19,Organic,Free
USR_1698,2026-05-06,Organic,Creator_Tier
USR_1699,2026-06-20,Organic,Pro
USR_1700,2026-04-14,Creator_Referral,Free
USR_1701,2026-06-09,Search_Ads,Pro
USR_1702,2026-06-26,Organic,Free
USR_1703,2025-11-22,Creator_Referral,Free
USR_1704,2026-03-18,Paid_Social,Pro
USR_1705,2026-01-16,Organic,Free
USR_1706,2026-06-27,Organic,Free
USR_1707,2025-05-30,Organic,Creator_Tier
USR_1708,2025-12-21,Paid_Social,Pro
USR_1709,2026-05-29,Creator_Referral,Free
USR_1710,2025-10-18,Paid_Social,Free
USR_1711,2026-05-04,Search_Ads,Pro
USR_1712,2025-12-07,Paid_Social,Free
USR_1713,2026-06-25,Search_Ads,Creator_Tier
USR_1714,2026-05-31,Paid_Social,Pro
USR_1715,2025-10-27,Search_Ads,Free
USR_1716,2026-04-28,Paid_Social,Free
USR_1717,2025-11-15,Paid_Social,Pro
USR_1718,2026-03-07,Paid_Social,Creator_Tier
USR_1719,2026-03-24,Search_Ads,Free
USR_1720,2026-05-16,Creator_Referral,Free
USR_1721,2025-02-25,Paid_Social,Pro
USR_1722,2025-09-09,Creator_Referral,Free
USR_1723,2026-04-11,Search_Ads,Free
USR_1724,2026-02-19,Creator_Referral,Pro
USR_1725,2026-01-25,Paid_Social,Pro
USR_1726,2025-04-14,Paid_Social,Pro
USR_1727,2025-11-21,Search_Ads,Pro
USR_1728,2026-05-26,Organic,Free
USR_1729,2025-03-08,Paid_Social,Creator_Tier
USR_1730,2025-12-13,Paid_Social,Free
USR_1731,2026-06-16,Search_Ads,Free
USR_1732,2025-04-08,Search_Ads,Pro
USR_1733,2026-04-22,Creator_Referral,Pro
USR_1734,2025-10-03,Creator_Referral,Pro
USR_1735,2026-05-26,Organic,Free
USR_1736,2026-04-21,Search_Ads,Creator_Tier
USR_1737,2026-05-31,Organic,Free
USR_1738,2025-09-06,Paid_Social,Pro
USR_1739,2026-02-07,Paid_Social,Creator_Tier
USR_1740,2026-05-01,Creator_Referral,Free
USR_1741,2025-09-25,Organic,Pro
USR_1742,2025-09-16,Organic,Free
USR_1743,2025-03-01,Search_Ads,Pro
USR_1744,2026-06-20,Creator_Referral,Pro
USR_1745,2026-04-10,Organic,Pro
USR_1746,2026-03-17,Paid_Social,Free
USR_1747,2026-04-21,Organic,Free
USR_1748,2026-02-07,Search_Ads,Creator_Tier
USR_1749,2026-01-17,Organic,Creator_Tier
USR_1750,2026-01-06,Organic,Creator_Tier
USR_1751,2026-03-18,Organic,Free
USR_1752,2025-08-28,Creator_Referral,Free
USR_1753,2026-06-01,Creator_Referral,Pro
USR_1754,2026-05-11,Paid_Social,Pro
USR_1755,2025-11-21,Creator_Referral,Free
USR_1756,2026-02-25,Organic,Free
USR_1757,2025-07-13,Organic,Free
USR_1758,2026-06-23,Organic,Free
USR_1759,2026-06-05,Search_Ads,Free
USR_1760,2026-06-10,Organic,Free
USR_1761,2025-11-12,Search_Ads,Free
USR_1762,2025-08-04,Organic,Creator_Tier
USR_1763,2025-09-04,Organic,Pro
USR_1764,2025-05-26,Organic,Creator_Tier
USR_1765,2025-06-24,Organic,Free
USR_1766,2025-05-04,Paid_Social,Free
USR_1767,2026-06-28,Creator_Referral,Free
USR_1768,2025-05-08,Organic,Free
USR_1769,2025-07-06,Paid_Social,Free
USR_1770,2026-05-15,Paid_Social,Pro
USR_1771,2026-02-25,Search_Ads,Pro
USR_1772,2026-04-30,Search_Ads,Pro
USR_1773,2026-03-15,Paid_Social,Free
USR_1774,2026-05-31,Paid_Social,Free
USR_1775,2026-03-18,Paid_Social,Free
USR_1776,2026-02-04,Creator_Referral,Free
USR_1777,2026-04-11,Paid_Social,Pro
USR_1778,2026-01-05,Organic,Free
USR_1779,2025-11-19,Paid_Social,Pro
USR_1780,2026-01-13,Search_Ads,Free
USR_1781,2025-08-05,Organic,Creator_Tier
USR_1782,2026-05-06,Paid_Social,Creator_Tier
USR_1783,2025-10-04,Search_Ads,Free
USR_1784,2025-07-23,Organic,Pro
USR_1785,2025-09-26,Creator_Referral,Free
USR_1786,2026-05-19,Search_Ads,Pro
USR_1787,2025-11-11,Search_Ads,Pro
USR_1788,2026-04-02,Organic,Pro
USR_1789,2026-05-23,Organic,Pro
USR_1790,2025-05-12,Paid_Social,Free
USR_1791,2026-04-27,Organic,Pro
USR_1792,2025-10-31,Organic,Pro
USR_1793,2025-09-07,Organic,Free
USR_1794,2026-04-03,Organic,Free
USR_1795,2026-06-07,Creator_Referral,Pro
USR_1796,2025-10-24,Paid_Social,Free
USR_1797,2026-02-21,Paid_Social,Free
USR_1798,2025-10-21,Paid_Social,Creator_Tier
USR_1799,2026-02-16,Creator_Referral,Pro
USR_1800,2026-03-12,Organic,Free
USR_1801,2026-03-08,Organic,Free
USR_1802,2026-03-13,Organic,Free
USR_1803,2025-07-08,Organic,Pro
USR_1804,2026-04-05,Organic,Free
USR_1805,2026-03-30,Organic,Free
USR_1806,2026-04-01,Organic,Pro
USR_1807,2025-05-08,Paid_Social,Pro
USR_1808,2026-01-05,Paid_Social,Pro
USR_1809,2025-12-19,Search_Ads,Free
USR_1810,2025-05-22,Paid_Social,Pro
USR_1811,2025-09-11,Creator_Referral,Free
USR_1812,2026-01-02,Organic,Free
USR_1813,2026-04-20,Creator_Referral,Pro
USR_1814,2025-09-20,Organic,Pro
USR_1815,2026-05-16,Creator_Referral,Free
USR_1816,2026-02-13,Creator_Referral,Pro
USR_1817,2026-04-26,Creator_Referral,Free
USR_1818,2026-01-15,Organic,Free
USR_1819,2026-01-26,Paid_Social,Free
USR_1820,2026-03-11,Paid_Social,Free
USR_1821,2026-06-12,Paid_Social,Pro
USR_1822,2026-01-23,Paid_Social,Pro
USR_1823,2026-02-06,Creator_Referral,Pro
USR_1824,2026-03-05,Organic,Free
USR_1825,2026-04-19,Paid_Social,Free
USR_1826,2025-05-05,Creator_Referral,Free
USR_1827,2026-02-01,Organic,Pro
USR_1828,2026-01-19,Organic,Free
USR_1829,2026-06-10,Search_Ads,Free
USR_1830,2026-01-24,Paid_Social,Pro
USR_1831,2026-01-14,Creator_Referral,Pro
USR_1832,2026-06-21,Paid_Social,Free
USR_1833,2026-01-06,Creator_Referral,Free
